Index;Content Curator;Type;ID entities;ID owner entities;Act;Warn;Reason or other comments
176;IgreX;Video\10;https://play.joystream.org/video/341;87;Accepted;;
177;IgreX;Video\10;https://play.joystream.org/video/346;87;Accepted;;
178;IgreX;Video\10;https://play.joystream.org/video/351;87;Accepted;;
179;IgreX;Video\10;https://play.joystream.org/video/356;87;Accepted;;Poor sound
180;IgreX;Video\10;https://play.joystream.org/video/361;87;Accepted;;
181;IgreX;Video\10;https://play.joystream.org/video/366;88;Accepted;;
182;IgreX;Video\10;https://play.joystream.org/video/371;88;Accepted;;
183;IgreX;Video\10;https://play.joystream.org/video/376;88;Accepted;;
184;IgreX;Video\10;https://play.joystream.org/video/381;88;Accepted;;
185;IgreX;Video\10;https://play.joystream.org/video/386;88;Accepted;;
186;IgreX;Video\10;https://play.joystream.org/video/391;88;Accepted;;
187;IgreX;Video\10;https://play.joystream.org/video/396;88;Accepted;;
188;IgreX;Video\10;https://play.joystream.org/video/401;88;Accepted;;
189;IgreX;Video\10;https://play.joystream.org/video/406;88;Accepted;;
190;IgreX;Video\10;https://play.joystream.org/video/411;88;Accepted;;
191;IgreX;Video\10;https://play.joystream.org/video/416;88;Accepted;;
192;IgreX;Video\10;https://play.joystream.org/video/421;88;Accepted;;
193;IgreX;Video\10;https://play.joystream.org/video/426;88;Accepted;;
194;IgreX;Video\10;https://play.joystream.org/video/431;88;Accepted;;
195;IgreX;Video\10;https://play.joystream.org/video/436;88;Accepted;;
196;IgreX;Video\10;https://play.joystream.org/video/441;88;Accepted;;
197;IgreX;Video\10;https://play.joystream.org/video/446;88;Accepted;;
198;IgreX;Video\10;https://play.joystream.org/video/451;88;Accepted;;
199;IgreX;Video\10;https://play.joystream.org/video/456;88;Accepted;;Sound only with left side.
200;IgreX;Video\10;https://play.joystream.org/video/461;88;Accepted;;
201;IgreX;Video\10;https://play.joystream.org/video/1668;1663;Accepted;;
202;IgreX;Video\10;https://play.joystream.org/video/466;89;Accepted;;
203;IgreX;Video\10;https://play.joystream.org/video/471;89;Accepted;;
204;IgreX;Video\10;https://play.joystream.org/video/476;89;Accepted;;
205;IgreX;Video\10;https://play.joystream.org/video/481;89;Accepted;;
206;IgreX;Video\10;https://play.joystream.org/video/486;89;Accepted;;
207;IgreX;Video\10;https://play.joystream.org/video/491;89;Accepted;;
208;IgreX;Video\10;https://play.joystream.org/video/496;89;Accepted;;
209;IgreX;Video\10;https://play.joystream.org/video/501;89;Accepted;;
210;IgreX;Video\10;https://play.joystream.org/video/506;89;Accepted;;
211;IgreX;Video\10;https://play.joystream.org/video/511;89;Accepted;;
212;IgreX;Video\10;https://play.joystream.org/video/516;89;Accepted;;
213;IgreX;Video\10;https://play.joystream.org/video/526;89;Accepted;;
214;IgreX;Video\10;https://play.joystream.org/video/2542;2537;Warn;https://testnet.joystream.org/#/forum/threads/329?page=4&replyIdx=33;
215;IgreX;Video\10;https://play.joystream.org/video/2557;2140;Accepted;;
