Number;Content Curator;Type;ID entities;Owner entities;Act;Warn (link);Date;Time (optional);Reason or other comments;Network;Sum
3997;oiclid#4024;Video\10;https://play.joystream.org/video/3653;Crypto;Accepted;;22.07.2021;;;;1
3998;oiclid#4024;Video\10;https://play.joystream.org/video/3696;;None;;22.07.2021;;Video not found;;1
3999;oiclid#4024;Video\10;https://play.joystream.org/video/3658;avtotop;Accepted;;22.07.2021;;;;1
4000;oiclid#4024;Video\10;https://play.joystream.org/video/3659;avtotop;Accepted;;22.07.2021;;;;1
4001;oiclid#4024;Video\10;https://play.joystream.org/video/3673;;None;;22.07.2021;;Video not found;;1
4002;oiclid#4024;Video\10;https://play.joystream.org/video/3699;Cardano;Accepted;;22.07.2021;;;;1
4003;oiclid#4024;Video\10;https://play.joystream.org/video/3675; Невкусная паста;Accepted;;22.07.2021;;;;1
4004;oiclid#4024;Video\10;https://play.joystream.org/video/3674; Невкусная паста;Accepted;;22.07.2021;;;;1
4005;oiclid#4024;Video\10;https://play.joystream.org/video/3677; Невкусная паста;Accepted;;22.07.2021;;;;1
4006;oiclid#4024;Video\10;https://play.joystream.org/video/3666;;None;;22.07.2021;;Video not found;;1
4007;oiclid#4024;Video\10;https://play.joystream.org/video/3668;;None;;22.07.2021;;Video not found;;1
4008;oiclid#4024;Video\10;https://play.joystream.org/video/3670; Невкусная паста;Accepted;;22.07.2021;;;;1
4009;oiclid#4024;Video\10;https://play.joystream.org/video/3705;;None;;22.07.2021;;Video not found;;1
4010;oiclid#4024;Video\10;https://play.joystream.org/video/3669;;None;;22.07.2021;;Video not found;;1
4011;oiclid#4024;Video\10;https://play.joystream.org/video/3672; Невкусная паста;Accepted;;22.07.2021;;;;1
4012;oiclid#4024;Video\10;https://play.joystream.org/video/3671; Невкусная паста;Accepted;;22.07.2021;;;;1
4013;oiclid#4024;Video\10;https://play.joystream.org/video/3676;;None;;22.07.2021;;Video not found;;1
4014;oiclid#4024;Video\10;https://play.joystream.org/video/3718; Avtodrom;Accepted;;22.07.2021;;;;1
4015;oiclid#4024;Video\10;https://play.joystream.org/video/3717; Avtodrom;Accepted;;22.07.2021;;;;1
4016;oiclid#4024;Video\10;https://play.joystream.org/video/3680; Невкусная паста;Accepted;;22.07.2021;;;;1
4017;oiclid#4024;Video\10;https://play.joystream.org/video/3679;;None;;22.07.2021;;Video not found;;1
4018;oiclid#4024;Video\10;https://play.joystream.org/video/3681; Невкусная паста;Accepted;;22.07.2021;;;;1
4019;oiclid#4024;Video\10;https://play.joystream.org/video/3682;;None;;22.07.2021;;Video not found;;1
4020;oiclid#4024;Video\10;https://play.joystream.org/video/3719; Avtodrom;Accepted;;22.07.2021;;;;1
4021;prontera;Video\10;https://play.joystream.org/video/3683;;None;;22.07.2021;;Video not found;;1
4022;prontera;Video\10;https://play.joystream.org/video/3685;;None;;22.07.2021;;Video not found;;1
4023;prontera;Video\10;https://play.joystream.org/video/3684;STAVR;Accepted;;22.07.2021;;;;1
4024;prontera;Video\10;https://play.joystream.org/video/3723;Avtodrom;Accepted;;22.07.2021;;;;1
4025;prontera;Video\10;https://play.joystream.org/video/3724;;None;;22.07.2021;;Video not found;;1
4026;prontera;Video\10;https://play.joystream.org/video/3686;;None;;22.07.2021;;Video not found;;1
4027;prontera;Video\10;https://play.joystream.org/video/3731;Avtodrom;Accepted;;22.07.2021;;;;1
4028;prontera;Video\10;https://play.joystream.org/video/3732;Crypto;Accepted;;22.07.2021;;;;1
4029;prontera;Video\10;https://play.joystream.org/video/3688;Все про футбол;Accepted;;22.07.2021;;;;1
4030;prontera;Video\10;https://play.joystream.org/video/3689;;None;;22.07.2021;;Video not found;;1
4031;prontera;Video\10;https://play.joystream.org/video/3693;Все про футбол;Accepted;;22.07.2021;;;;1
4032;prontera;Video\10;https://play.joystream.org/video/3691;;None;;22.07.2021;;Video not found;;1
4033;prontera;Video\10;https://play.joystream.org/video/3694;;None;;22.07.2021;;Video not found;;1
4034;prontera;Video\10;https://play.joystream.org/video/3695;;None;;22.07.2021;;Video not found;;1
4035;prontera;Video\10;https://play.joystream.org/video/3697;Все про футбол;Accepted;;22.07.2021;;;;1
4036;prontera;Video\10;https://play.joystream.org/video/3700;Crypto;Accepted;;22.07.2021;;;;1
4037;prontera;Video\10;https://play.joystream.org/video/3701;Crypto;Accepted;;22.07.2021;;;;1
4038;prontera;Video\10;https://play.joystream.org/video/3703;Crypto;Accepted;;22.07.2021;;;;1
4039;prontera;Video\10;https://play.joystream.org/video/3702;Crypto;Accepted;;22.07.2021;;;;1
4040;prontera;Video\10;https://play.joystream.org/video/3704;Crypto;Accepted;;22.07.2021;;;;1
4041;prontera;Video\10;https://play.joystream.org/video/3708;Crypto;Accepted;;22.07.2021;;;;1
4042;prontera;Video\10;https://play.joystream.org/video/3706; Мультфильмы СССР студии Беларусьфильм;Accepted;;22.07.2021;;;;1
4043;prontera;Video\10;https://play.joystream.org/video/3707;Crypto;Accepted;;22.07.2021;;;;1
4044;prontera;Video\10;https://play.joystream.org/video/3709; Мультфильмы СССР студии Беларусьфильм;Accepted;;22.07.2021;;;;1
4045;prontera;Video\10;https://play.joystream.org/video/3710;Crypto;Accepted;;22.07.2021;;;;1
4046;prontera;Video\10;https://play.joystream.org/video/3712;Crypto;Accepted;;22.07.2021;;;;1
4047;prontera;Video\10;https://play.joystream.org/video/3711; Мультфильмы СССР студии Беларусьфильм;Accepted;;22.07.2021;;;;1
4048;prontera;Video\10;https://play.joystream.org/video/3713;Crypto;Accepted;;22.07.2021;;;;1
4049;prontera;Video\10;https://play.joystream.org/video/3714; Мультфильмы СССР студии Беларусьфильм;Accepted;;22.07.2021;;;;1
4050;prontera;Video\10;https://play.joystream.org/video/3715; Мультфильмы СССР студии Беларусьфильм;Accepted;;22.07.2021;;;;1
4051;prontera;Video\10;https://play.joystream.org/video/3716; Мультфильмы СССР студии Беларусьфильм;Accepted;;22.07.2021;;;;1
4052;prontera;Video\10;https://play.joystream.org/video/3721;Avtodrom;Accepted;;22.07.2021;;;;1
4053;prontera;Video\10;https://play.joystream.org/video/3726;Avtodrom;Accepted;;22.07.2021;;;;1
4054;prontera;Video\10;https://play.joystream.org/video/3722;Avtodrom;Accepted;;22.07.2021;;;;1
4055;prontera;Video\10;https://play.joystream.org/video/3728;Avtodrom;Accepted;;22.07.2021;;;;1
4056;prontera;Video\10;https://play.joystream.org/video/3727;;None;;22.07.2021;;Video not found;;1
4057;prontera;Video\10;https://play.joystream.org/video/3730;Avtodrom;Accepted;;22.07.2021;;;;1
4058;prontera;Video\10;https://play.joystream.org/video/3725;;None;;22.07.2021;;Video not found;;1
4059;prontera;Video\10;https://play.joystream.org/video/3729;Avtodrom;Accepted;;22.07.2021;;;;1
4060;prontera;Video\10;https://play.joystream.org/video/3733;Crypto;Accepted;;22.07.2021;;;;1
4061;prontera;Video\10;https://play.joystream.org/video/3734;Crypto;Accepted;;22.07.2021;;;;1
4062;prontera;Video\10;https://play.joystream.org/video/3735;Crypto;Accepted;;22.07.2021;;;;1
4063;prontera;Video\10;https://play.joystream.org/video/3760;Frontend for beginners;Accepted;;22.07.2021;;;;1
4064;prontera;Video\10;https://play.joystream.org/video/3761;Covalent;Accepted;;22.07.2021;;;;1
4065;prontera;Video\10;https://play.joystream.org/video/3762;Covalent;Accepted;;22.07.2021;;;;1
4066;prontera;Video\10;https://play.joystream.org/video/3736;Crypto;Accepted;;22.07.2021;;;;1
4067;prontera;Video\10;https://play.joystream.org/video/3740;Crypto;Accepted;;22.07.2021;;;;1
4068;prontera;Video\10;https://play.joystream.org/video/3766;Covalent;Accepted;;22.07.2021;;;;1
4069;prontera;Video\10;https://play.joystream.org/video/3739;Crypto;Accepted;;22.07.2021;;;;1
4070;prontera;Video\10;https://play.joystream.org/video/3737;ЗАРАБОТОК КРИПТОВАЛЮТ БЕЗ ВЛОЖЕНИЙ;Accepted;;22.07.2021;;;;1
4071;prontera;Video\10;https://play.joystream.org/video/3767;Covalent;Accepted;;22.07.2021;;;;1
4072;prontera;Video\10;https://play.joystream.org/video/3741;Crypto;Accepted;;22.07.2021;;;;1
4073;prontera;Video\10;https://play.joystream.org/video/3742;Crypto;Accepted;;22.07.2021;;;;1
4074;prontera;Video\10;https://play.joystream.org/video/3738;Crypto;Accepted;;22.07.2021;;;;1
4075;prontera;Video\10;https://play.joystream.org/video/3743;Crypto;Accepted;;22.07.2021;;;;1
4076;prontera;Video\10;https://play.joystream.org/video/3755;Covalent;Accepted;;22.07.2021;;;;1
4077;prontera;Video\10;https://play.joystream.org/video/3744;Crypto;Accepted;;22.07.2021;;;;1
4078;prontera;Video\10;https://play.joystream.org/video/3720;Avtodrom;Accepted;;22.07.2021;;;;1
4079;prontera;Video\10;https://play.joystream.org/video/3745;Crypto;Accepted;;22.07.2021;;;;1
4080;prontera;Video\10;https://play.joystream.org/video/3746;Crypto;Accepted;;22.07.2021;;;;1
4081;prontera;Video\10;https://play.joystream.org/video/3747;Crypto;Accepted;;22.07.2021;;;;1
4082;prontera;Video\10;https://play.joystream.org/video/3748;Crypto;Accepted;;22.07.2021;;;;1
4083;prontera;Video\10;https://play.joystream.org/video/3750;Crypto;Accepted;;22.07.2021;;;;1
4084;prontera;Video\10;https://play.joystream.org/video/3754;Covalent;Accepted;;22.07.2021;;;;1
4085;prontera;Video\10;https://play.joystream.org/video/3751;Crypto;Accepted;;22.07.2021;;;;1
4086;prontera;Video\10;https://play.joystream.org/video/3749;Crypto;Accepted;;22.07.2021;;;;1
4087;prontera;Video\10;https://play.joystream.org/video/3752;Crypto;Accepted;;22.07.2021;;;;1
4088;prontera;Video\10;https://play.joystream.org/video/3764;Covalent;Accepted;;22.07.2021;;;;1
4089;prontera;Video\10;https://play.joystream.org/video/3763;Covalent;Accepted;;22.07.2021;;;;1
4090;prontera;Video\10;https://play.joystream.org/video/3765;Covalent;Accepted;;22.07.2021;;;;1
4091;prontera;Video\10;https://play.joystream.org/video/3757;Frontend for beginners;Accepted;;22.07.2021;;;;1
4092;prontera;Video\10;https://play.joystream.org/video/3949;Avtodrom;Accepted;;22.07.2021;;;;1
4093;prontera;Video\10;https://play.joystream.org/video/4370;IPFS;Accepted;;22.07.2021;;;;1
4094;prontera;Video\10;https://play.joystream.org/video/3951;Avtodrom;Accepted;;22.07.2021;;;;1
4095;prontera;Video\10;https://play.joystream.org/video/4276;Diving stories;Accepted;;22.07.2021;;;;1
4096;prontera;Video\10;https://play.joystream.org/video/4371;IPFS;Accepted;;22.07.2021;;;;1
4097;prontera;Video\10;https://play.joystream.org/video/4289;Diving stories;Accepted;;22.07.2021;;;;1
4098;prontera;Video\10;https://play.joystream.org/video/4673;Crypto NY;Accepted;;22.07.2021;;;;1
4099;prontera;Video\10;https://play.joystream.org/video/4372;IPFS;Accepted;;22.07.2021;;;;1
4100;prontera;Video\10;https://play.joystream.org/video/4674;Crypto NY;Accepted;;22.07.2021;;;;1
4101;Leet_joy;Video\10;https://play.joystream.org/video/4284;Hubble podcast;Accepted;;22.07.2021;;;;1
4102;Leet_joy;Video\10;https://play.joystream.org/video/4373;IPFS;Accepted;;22.07.2021;;;;1
4103;Leet_joy;Video\10;https://play.joystream.org/video/4374;IPFS;Accepted;;22.07.2021;;;;1
4104;Leet_joy;Video\10;https://play.joystream.org/video/4375;IPFS;Accepted;;22.07.2021;;;;1
4105;Leet_joy;Video\10;https://play.joystream.org/video/4675;Crypto NY;Accepted;;22.07.2021;;;;1
4106;Leet_joy;Video\10;https://play.joystream.org/video/4376;IPFS;Accepted;;22.07.2021;;;;1
4107;Leet_joy;Video\10;https://play.joystream.org/video/4378;Coctails culture;Accepted;;22.07.2021;;;;1
4108;Leet_joy;Video\10;https://play.joystream.org/video/4379;Coctails culture;Accepted;;22.07.2021;;;;1
4109;Leet_joy;Video\10;https://play.joystream.org/video/3895;Cardano;Accepted;;22.07.2021;;;;1
4110;Leet_joy;Video\10;https://play.joystream.org/video/4380;Coctails culture;Accepted;;22.07.2021;;;;1
4111;Leet_joy;Video\10;https://play.joystream.org/video/4381;Coctails culture;Accepted;;22.07.2021;;;;1
4112;Leet_joy;Video\10;https://play.joystream.org/video/4677;Hubble podcast;Accepted;;22.07.2021;;;;1
4113;Leet_joy;Video\10;https://play.joystream.org/video/4676;Crypto NY;Accepted;;22.07.2021;;;;1
4114;Leet_joy;Video\10;https://play.joystream.org/video/4382;Coctails culture;Accepted;;22.07.2021;;;;1
4115;Leet_joy;Video\10;https://play.joystream.org/video/4383;Coctails culture;Accepted;;22.07.2021;;;;1
4116;Leet_joy;Video\10;https://play.joystream.org/video/4384;Coctails culture;Accepted;;22.07.2021;;;;1
4117;Leet_joy;Video\10;https://play.joystream.org/video/4385;Coctails culture;Accepted;;22.07.2021;;;;1
4118;Leet_joy;Video\10;https://play.joystream.org/video/4386;Coctails culture;Accepted;;22.07.2021;;;;1
4119;Leet_joy;Video\10;https://play.joystream.org/video/4387;Coctails culture;Accepted;;22.07.2021;;;;1
4120;Leet_joy;Video\10;https://play.joystream.org/video/4388;Coctails culture;Accepted;;22.07.2021;;;;1
4121;Leet_joy;Video\10;https://play.joystream.org/video/4678;Crypto NY;Accepted;;22.07.2021;;;;1
4122;Leet_joy;Video\10;https://play.joystream.org/video/4389;Coctails culture;Accepted;;22.07.2021;;;;1
4123;Leet_joy;Video\10;https://play.joystream.org/video/4390;Coctails culture;Accepted;;22.07.2021;;;;1
4124;Leet_joy;Video\10;https://play.joystream.org/video/4391;Coctails culture;Accepted;;22.07.2021;;;;1
4125;Leet_joy;Video\10;https://play.joystream.org/video/4679;Hubble podcast;Accepted;;22.07.2021;;;;1
4126;Leet_joy;Video\10;https://play.joystream.org/video/4392;Nastya Jackson;Accepted;;22.07.2021;;;;1
4127;Leet_joy;Video\10;https://play.joystream.org/video/4393;Coctails culture;Accepted;;22.07.2021;;;;1
4128;Leet_joy;Video\10;https://play.joystream.org/video/4680;Crypto NY;Accepted;;22.07.2021;;;;1
4129;Leet_joy;Video\10;https://play.joystream.org/video/4807;Crypto NY;Accepted;;22.07.2021;;;;1
4130;Leet_joy;Video\10;https://play.joystream.org/video/4681;Crypto NY;Accepted;;22.07.2021;;;;1
4131;Leet_joy;Video\10;https://play.joystream.org/video/4684;Hubble podcast;None;;22.07.2021;;does not play;;1
4132;Leet_joy;Video\10;https://play.joystream.org/video/4808;Crypto NY;Accepted;;22.07.2021;;;;1
4133;Leet_joy;Video\10;https://play.joystream.org/video/4687;Diving stories;Accepted;;22.07.2021;;;;1
4134;Leet_joy;Video\10;https://play.joystream.org/video/4401;Crypto NY;Accepted;;22.07.2021;;;;1
4135;Leet_joy;Video\10;https://play.joystream.org/video/4688;Hubble podcast;Accepted;;22.07.2021;;;;1
4136;Leet_joy;Video\10;https://play.joystream.org/video/4809;Crypto NY;Accepted;;22.07.2021;;;;1
4137;Leet_joy;Video\10;https://play.joystream.org/video/4402;Crypto NY;Accepted;;22.07.2021;;;;1
4138;Leet_joy;Video\10;https://play.joystream.org/video/4690;Diving stories;Accepted;;22.07.2021;;;;1
4139;Leet_joy;Video\10;https://play.joystream.org/video/4403;Crypto NY;Accepted;;22.07.2021;;;;1
4140;Leet_joy;Video\10;https://play.joystream.org/video/4691;Diving stories;Accepted;;22.07.2021;;;;1
4141;Leet_joy;Video\10;https://play.joystream.org/video/4689;Hubble podcast;Accepted;;22.07.2021;;;;1
4142;Leet_joy;Video\10;https://play.joystream.org/video/4694;Hubble podcast;Accepted;;22.07.2021;;;;1
4143;Leet_joy;Video\10;https://play.joystream.org/video/4692;Diving stories;Accepted;;22.07.2021;;;;1
4144;Leet_joy;Video\10;https://play.joystream.org/video/4404;Crypto NY;Accepted;;22.07.2021;;;;1
4145;Leet_joy;Video\10;https://play.joystream.org/video/4405;Crypto NY;Accepted;;22.07.2021;;;;1
4146;Leet_joy;Video\10;https://play.joystream.org/video/4406;Flakes;Accepted;;22.07.2021;;;;1
4147;Leet_joy;Video\10;https://play.joystream.org/video/4693;ZAZIK;Accepted;;22.07.2021;;;;1
4148;Leet_joy;Video\10;https://play.joystream.org/video/4695;Diving stories;Accepted;;22.07.2021;;;;1
4149;Leet_joy;Video\10;https://play.joystream.org/video/4409;Crypto NY;Accepted;;22.07.2021;;;;1
4150;Leet_joy;Video\10;https://play.joystream.org/video/4408;Crypto NY;Accepted;;22.07.2021;;;;1
4151;Leet_joy;Video\10;https://play.joystream.org/video/4696;Crypto NY;Accepted;;22.07.2021;;;;1
4152;prontera;Video\10;https://play.joystream.org/video/4411;Crypto NY;Accepted;;22.07.2021;;;;1
4153;prontera;Video\10;https://play.joystream.org/video/4810;Crypto NY;Accepted;;22.07.2021;;;;1
4154;prontera;Video\10;https://play.joystream.org/video/4698;Crypto NY;Accepted;;22.07.2021;;;;1
4155;prontera;Video\10;https://play.joystream.org/video/4407;Crypto NY;Accepted;;22.07.2021;;;;1
4156;prontera;Video\10;https://play.joystream.org/video/4410;Crypto NY;Accepted;;22.07.2021;;;;1
4157;prontera;Video\10;https://play.joystream.org/video/4699;ZAZIK;Accepted;;22.07.2021;;;;1
4158;prontera;Video\10;https://play.joystream.org/video/4412;Crypto NY;Accepted;;22.07.2021;;;;1
4159;prontera;Video\10;https://play.joystream.org/video/4413;Crypto NY;Accepted;;22.07.2021;;;;1
4160;prontera;Video\10;https://play.joystream.org/video/4700;Crypto NY;Accepted;;22.07.2021;;;;1
4161;prontera;Video\10;https://play.joystream.org/video/4414;Crypto NY;Accepted;;22.07.2021;;;;1
4162;prontera;Video\10;https://play.joystream.org/video/4415;Crypto NY;Accepted;;22.07.2021;;;;1
4163;prontera;Video\10;https://play.joystream.org/video/4697;Hubble podcast;Accepted;;22.07.2021;;;;1
4164;prontera;Video\10;https://play.joystream.org/video/4701;Crypto NY;Accepted;;22.07.2021;;;;1
4165;prontera;Video\10;https://play.joystream.org/video/4702;IPFS;Accepted;;22.07.2021;;;;1
4166;prontera;Video\10;https://play.joystream.org/video/4419;Crypto NY;Accepted;;22.07.2021;;;;1
4167;prontera;Video\10;https://play.joystream.org/video/4418;Crypto NY;Accepted;;22.07.2021;;;;1
4168;prontera;Video\10;https://play.joystream.org/video/4417;Crypto NY;Accepted;;22.07.2021;;;;1
4169;prontera;Video\10;https://play.joystream.org/video/4420;Crypto NY;Accepted;;22.07.2021;;;;1
4170;prontera;Video\10;https://play.joystream.org/video/4421;Crypto NY;Accepted;;22.07.2021;;;;1
4171;prontera;Video\10;https://play.joystream.org/video/4703;Crypto NY;Accepted;;22.07.2021;;;;1
4172;prontera;Video\10;https://play.joystream.org/video/4706;fishing;Accepted;;22.07.2021;;;;1
4173;prontera;Video\10;https://play.joystream.org/video/4707;Crypto NY;Accepted;;22.07.2021;;;;1
4174;prontera;Video\10;https://play.joystream.org/video/4705;ZAZIK;Accepted;;22.07.2021;;;;1
4175;prontera;Video\10;https://play.joystream.org/video/4711;ZAZIK;Accepted;;22.07.2021;;;;1
4176;prontera;Video\10;https://play.joystream.org/video/4422;Crypto NY;Accepted;;22.07.2021;;;;1
4177;prontera;Video\10;https://play.joystream.org/video/4710;Crypto NY;Accepted;;22.07.2021;;;;1
4178;prontera;Video\10;https://play.joystream.org/video/4708;Crypto NY;Accepted;;22.07.2021;;;;1
4179;prontera;Video\10;https://play.joystream.org/video/4709;Crypto NY;Accepted;;22.07.2021;;;;1
4180;prontera;Video\10;https://play.joystream.org/video/4423;Crypto NY;Accepted;;22.07.2021;;;;1
4181;prontera;Video\10;https://play.joystream.org/video/4425;Crypto NY;Accepted;;22.07.2021;;;;1
4182;prontera;Video\10;https://play.joystream.org/video/4424;Crypto NY;Accepted;;22.07.2021;;;;1
4183;prontera;Video\10;https://play.joystream.org/video/4426;Crypto NY;Accepted;;22.07.2021;;;;1
4184;prontera;Video\10;https://play.joystream.org/video/4712;Crypto NY;Accepted;;22.07.2021;;;;1
4185;prontera;Video\10;https://play.joystream.org/video/4427;Crypto NY;Accepted;;22.07.2021;;;;1
4186;prontera;Video\10;https://play.joystream.org/video/4429;Crypto NY;Accepted;;22.07.2021;;;;1
4187;prontera;Video\10;https://play.joystream.org/video/4428;Crypto NY;Accepted;;22.07.2021;;;;1
4188;prontera;Video\10;https://play.joystream.org/video/4430;Crypto NY;Accepted;;22.07.2021;;;;1
4189;prontera;Video\10;https://play.joystream.org/video/4431;Crypto NY;Accepted;;22.07.2021;;;;1
4190;prontera;Video\10;https://play.joystream.org/video/3952;Avtodrom;Accepted;;22.07.2021;;;;1
4191;prontera;Video\10;https://play.joystream.org/video/4811;Crypto NY;Accepted;;22.07.2021;;;;1
4192;prontera;Video\10;https://play.joystream.org/video/4432;Crypto NY;Accepted;;22.07.2021;;;;1
4193;prontera;Video\10;https://play.joystream.org/video/4433;Crypto NY;Accepted;;22.07.2021;;;;1
4194;prontera;Video\10;https://play.joystream.org/video/4812;Crypto NY;Accepted;;22.07.2021;;;;1
4195;prontera;Video\10;https://play.joystream.org/video/4434;Crypto NY;Accepted;;22.07.2021;;;;1
4196;prontera;Video\10;https://play.joystream.org/video/4435;Crypto NY;Accepted;;22.07.2021;;;;1
4197;prontera;Video\10;https://play.joystream.org/video/4714;fishing;Accepted;;22.07.2021;;;;1
4198;prontera;Video\10;https://play.joystream.org/video/4715;fishing;Accepted;;22.07.2021;;;;1
4199;prontera;Video\10;https://play.joystream.org/video/3957;Avtodrom;Accepted;;22.07.2021;;;;1
4200;prontera;Video\10;https://play.joystream.org/video/3955;Avtodrom;Accepted;;22.07.2021;;;;1
4201;lyazufey1812;Video\10;https://play.joystream.org/video/3953;Avtodrom;Accepted;;22.07.2021;;;;1
4202;lyazufey1812;Video\10;https://play.joystream.org/video/3954;Polkadot;Accepted;;22.07.2021;;;;1
4203;lyazufey1812;Video\10;https://play.joystream.org/video/3956;Avtodrom;Accepted;;22.07.2021;;;;1
4204;lyazufey1812;Video\10;https://play.joystream.org/video/4437;Crypto NY;Accepted;;22.07.2021;;;;1
4205;lyazufey1812;Video\10;https://play.joystream.org/video/4438;Crypto NY;Accepted;;22.07.2021;;;;1
4206;lyazufey1812;Video\10;https://play.joystream.org/video/4716;fishing;Accepted;;22.07.2021;;;;1
4207;lyazufey1812;Video\10;https://play.joystream.org/video/4439;Crypto NY;Accepted;;22.07.2021;;;;1
4208;lyazufey1812;Video\10;https://play.joystream.org/video/4436;Crypto NY;Accepted;;22.07.2021;;;;1
4209;lyazufey1812;Video\10;https://play.joystream.org/video/4440;Crypto NY;Accepted;;22.07.2021;;;;1
4210;lyazufey1812;Video\10;https://play.joystream.org/video/3958;Polkadot;Accepted;;22.07.2021;;;;1
4211;lyazufey1812;Video\10;https://play.joystream.org/video/4295;Polkadot;Accepted;;22.07.2021;;;;1
4212;lyazufey1812;Video\10;https://play.joystream.org/video/4442;Crypto NY;Accepted;;22.07.2021;;;;1
4213;lyazufey1812;Video\10;https://play.joystream.org/video/4441;Coctails culture;Accepted;;22.07.2021;;;;1
4214;lyazufey1812;Video\10;https://play.joystream.org/video/4717;ZAZIK;Accepted;;22.07.2021;;;;1
4215;lyazufey1812;Video\10;https://play.joystream.org/video/4718;Crypto NY;Accepted;;22.07.2021;;;;1
4216;lyazufey1812;Video\10;https://play.joystream.org/video/4443;Coctails culture;Accepted;;22.07.2021;;;;1
4217;lyazufey1812;Video\10;https://play.joystream.org/video/4720;fishing;Accepted;;22.07.2021;;;;1
4218;lyazufey1812;Video\10;https://play.joystream.org/video/4444;Coctails culture;Accepted;;22.07.2021;;;;1
4219;lyazufey1812;Video\10;https://play.joystream.org/video/4719;Crypto NY;Accepted;;22.07.2021;;;;1
4220;lyazufey1812;Video\10;https://play.joystream.org/video/3792;Невкусная паста;Warn;https://testnet.joystream.org/#/forum/threads/329?replyIdx=88&page=9;22.07.2021;;low quality;;1
4221;lyazufey1812;Video\10;https://play.joystream.org/video/3959;Polkadot;Accepted;;22.07.2021;;;;1
4222;lyazufey1812;Video\10;https://play.joystream.org/video/3960;Polkadot;Accepted;;22.07.2021;;;;1
4223;lyazufey1812;Video\10;https://play.joystream.org/video/3961;Flakes;Accepted;;22.07.2021;;;;1
4224;lyazufey1812;Video\10;https://play.joystream.org/video/4110;Cars & Tuning;Accepted;;22.07.2021;;;;1
4225;lyazufey1812;Video\10;https://play.joystream.org/video/4122;botzmann;Accepted;;22.07.2021;;;;1
4226;lyazufey1812;Video\10;https://play.joystream.org/video/4446;Coctails culture;Accepted;;22.07.2021;;;;1
4227;lyazufey1812;Video\10;https://play.joystream.org/video/4722;ZAZIK;Accepted;;22.07.2021;;;;1
4228;lyazufey1812;Video\10;https://play.joystream.org/video/4447;Travel with joy;Accepted;;22.07.2021;;;;1
4229;lyazufey1812;Video\10;https://play.joystream.org/video/4449;Travel with joy;Accepted;;22.07.2021;;;;1
4230;lyazufey1812;Video\10;https://play.joystream.org/video/4448;Coctails culture;Accepted;;22.07.2021;;;;1
4231;lyazufey1812;Video\10;https://play.joystream.org/video/4450;Coctails culture;Accepted;;22.07.2021;;;;1
4232;mmsaww;Video\10;https://play.joystream.org/video/4452;Coctails culture;Accepted;;23.07.2021;;;;1
4233;mmsaww;Video\10;https://play.joystream.org/video/4453;Travel with joy;Accepted;;23.07.2021;;;;1
4234;mmsaww;Video\10;https://play.joystream.org/video/4454;Coctails culture;Accepted;;23.07.2021;;;;1
4235;mmsaww;Video\10;https://play.joystream.org/video/4451;ZAZIK;Accepted;;23.07.2021;;;;1
4236;mmsaww;Video\10;https://play.joystream.org/video/4723;Crypto NY;Accepted;;23.07.2021;;;;1
4237;mmsaww;Video\10;https://play.joystream.org/video/4456;Coctails culture;Accepted;;23.07.2021;;;;1
4238;mmsaww;Video\10;https://play.joystream.org/video/4455;Travel with joy;Accepted;;23.07.2021;;;;1
4239;mmsaww;Video\10;https://play.joystream.org/video/4457;ZAZIK;Accepted;;23.07.2021;;;;1
4240;mmsaww;Video\10;https://play.joystream.org/video/4458;Travel with joy;Accepted;;23.07.2021;;;;1
4241;mmsaww;Video\10;https://play.joystream.org/video/4459;ZAZIK;Accepted;;23.07.2021;;;;1
4242;mmsaww;Video\10;https://play.joystream.org/video/4721;Crypto NY;Accepted;;23.07.2021;;;;1
4243;mmsaww;Video\10;https://play.joystream.org/video/4724;fishing;Warn;https://testnet.joystream.org/#/forum/threads/329?replyIdx=88&page=9;23.07.2021;;low quality thumbnail;;1
4244;mmsaww;Video\10;https://play.joystream.org/video/4725;Crypto NY;Accepted;;23.07.2021;;;;1
4245;mmsaww;Video\10;https://play.joystream.org/video/4727;Crypto NY;Accepted;;23.07.2021;;;;1
4246;mmsaww;Video\10;https://play.joystream.org/video/4460;Travel with joy;Accepted;;23.07.2021;;;;1
4247;mmsaww;Video\10;https://play.joystream.org/video/4726;fishing;Accepted;;23.07.2021;;;;1
4248;mmsaww;Video\10;https://play.joystream.org/video/4728;Crypto NY;Accepted;;23.07.2021;;;;1
4249;mmsaww;Video\10;https://play.joystream.org/video/4729;fishing;Accepted;;23.07.2021;;;;1
4250;mmsaww;Video\10;https://play.joystream.org/video/4461;Travel with joy;Accepted;;23.07.2021;;;;1
4251;mmsaww;Video\10;https://play.joystream.org/video/4813;Crypto NY;Accepted;;23.07.2021;;;;1
4252;mmsaww;Video\10;https://play.joystream.org/video/4730;Crypto NY;Accepted;;23.07.2021;;;;1
4253;mmsaww;Video\10;https://play.joystream.org/video/4464;Crypto NY;Accepted;;23.07.2021;;;;1
4254;mmsaww;Video\10;https://play.joystream.org/video/4463;Crypto NY;Accepted;;23.07.2021;;;;1
4255;mmsaww;Video\10;https://play.joystream.org/video/4465;Travel with joy;Accepted;;23.07.2021;;;;1
4256;mmsaww;Video\10;https://play.joystream.org/video/4731;Crypto NY;Accepted;;23.07.2021;;;;1
