Number;Content Curator;Type;ID entities;Owner entities;Act;Warn (link);Date;Time (optional);Reason or other comments;Network;Sum
3536;Skipper;Video\10;https://play.joystream.org/video/3189;Tourism 2;Accepted;;19.07.21;;;;1
3537;Skipper;Video\10;https://play.joystream.org/video/3187;Tourism 2;Accepted;;19.07.21;;;;1
3538;Skipper;Video\10;https://play.joystream.org/video/3185;Flakes;Accepted;;19.07.21;;;;1
3539;Skipper;Video\10;https://play.joystream.org/video/3188;Автобот;Accepted;;19.07.21;;;;1
3540;Skipper;Video\10;https://play.joystream.org/video/3192;Автобот;Accepted;;19.07.21;;;;1
3541;Skipper;Video\10;https://play.joystream.org/video/3193;Flakes;Accepted;;19.07.21;;;;1
3542;Skipper;Video\10;https://play.joystream.org/video/3195;Kay Lee;Warn;;19.07.21;;The media could not be loaded, either because the server or network failed or because the format is not supported.;;1
3543;Skipper;Video\10;https://play.joystream.org/video/3197;Kay Lee;Warn;;19.07.21;;The media could not be loaded, either because the server or network failed or because the format is not supported.;;1
3544;Skipper;Video\10;https://play.joystream.org/video/3196;Автобот;Accepted;;19.07.21;;;;1
3545;Skipper;Video\10;https://play.joystream.org/video/3198;Kay Lee;Accepted;;19.07.21;;;;1
3546;Skipper;Video\10;https://play.joystream.org/video/3199;Автобот;Accepted;;19.07.21;;;;1
3547;Skipper;Video\10;https://play.joystream.org/video/3194;Flakes;Accepted;;19.07.21;;;;1
3548;Skipper;Video\10;https://play.joystream.org/video/3191;Tourism 2;Accepted;;19.07.21;;;;1
3549;Skipper;Video\10;https://play.joystream.org/video/3204;Tourism 2;Accepted;;19.07.21;;;;1
3550;Skipper;Video\10;https://play.joystream.org/video/3206;Kay Lee;Accepted;;19.07.21;;;;1
3551;Skipper;Video\10;https://play.joystream.org/video/3213;Kay Lee;Accepted;;19.07.21;;;;1
3552;Skipper;Video\10;https://play.joystream.org/video/3208;Kay Lee;Warn;;19.07.21;;The media could not be loaded, either because the server or network failed or because the format is not supported.;;1
3553;Skipper;Video\10;https://play.joystream.org/video/3211;Flakes;Accepted;;19.07.21;;;;1
3554;Skipper;Video\10;https://play.joystream.org/video/3207;Kay Lee;Accepted;;19.07.21;;;;1
3555;Skipper;Video\10;https://play.joystream.org/video/3212;Kay Lee;Warn;;19.07.21;;The media could not be loaded, either because the server or network failed or because the format is not supported.;;1
3556;Skipper;Video\10;https://play.joystream.org/video/3209;Flakes;Accepted;;19.07.21;;;;1
3557;Skipper;Video\10;https://play.joystream.org/video/3210;Автобот;Accepted;;19.07.21;;;;1
3558;Skipper;Video\10;https://play.joystream.org/video/3214;Kay Lee;Accepted;;19.07.21;;;;1
3559;Skipper;Video\10;https://play.joystream.org/video/3222;Tourism 2;Accepted;;19.07.21;;;;1
3560;Skipper;Video\10;https://play.joystream.org/video/3219;Tourism 2;Accepted;;19.07.21;;;;1
3561;Skipper;Video\10;https://play.joystream.org/video/3220;Tourism 2;Accepted;;19.07.21;;;;1
3562;Skipper;Video\10;https://play.joystream.org/video/3221;Tourism 2;Accepted;;19.07.21;;;;1
3563;Skipper;Video\10;https://play.joystream.org/video/3223;Tourism 2;Accepted;;19.07.21;;;;1
3564;Skipper;Video\10;https://play.joystream.org/video/3179;Tourism 2;Accepted;;19.07.21;;;;1
3565;Skipper;Video\10;https://play.joystream.org/video/3275;ZAZIK;Accepted;;19.07.21;;;;1
3566;Skipper;Video\10;https://play.joystream.org/video/3276;Tourism 2;Accepted;;19.07.21;;;;1
3567;Skipper;Video\10;https://play.joystream.org/video/3278;Kay Lee;Accepted;;19.07.21;;;;1
3568;Skipper;Video\10;https://play.joystream.org/video/3277;ZAZIK;Accepted;;19.07.21;;;;1
3569;Skipper;Video\10;https://play.joystream.org/video/3230;Tourism 2;Accepted;;19.07.21;;;;1
3570;mmsaww;Video\10;https://play.joystream.org/video/3232;ZAZIK;Accepted;;20.07.21;;;;1
3571;mmsaww;Video\10;https://play.joystream.org/video/3233;Tourism 2;Accepted;;20.07.21;;;;1
3572;mmsaww;Video\10;https://play.joystream.org/video/3235;Tourism 2;Accepted;;20.07.21;;;;1
3573;mmsaww;Video\10;https://play.joystream.org/video/3236;ZAZIK;Accepted;;20.07.21;;;;1
3574;mmsaww;Video\10;https://play.joystream.org/video/3274;Tourism 2;Accepted;;20.07.21;;;;1
3575;mmsaww;Video\10;https://play.joystream.org/video/3283;Пивной животик;Accepted;;20.07.21;;;;1
3576;mmsaww;Video\10;https://play.joystream.org/video/3279;Автобот;Accepted;;20.07.21;;;;1
3577;mmsaww;Video\10;https://play.joystream.org/video/3282;Автобот;Accepted;;20.07.21;;;;1
3578;mmsaww;Video\10;https://play.joystream.org/video/3281;Автобот;Accepted;;20.07.21;;;;1
3579;mmsaww;Video\10;https://play.joystream.org/video/3280;Пивной животик;Accepted;;20.07.21;;;;1
3580;mmsaww;Video\10;https://play.joystream.org/video/3239;ZAZIK;Accepted;;20.07.21;;;;1
3581;mmsaww;Video\10;https://play.joystream.org/video/3237;Tourism 2;Accepted;;20.07.21;;;;1
3582;mmsaww;Video\10;https://play.joystream.org/video/3238;ZAZIK;Accepted;;20.07.21;;;;1
3583;mmsaww;Video\10;https://play.joystream.org/video/3231;Tourism 2;Accepted;;20.07.21;;;;1
3584;mmsaww;Video\10;https://play.joystream.org/video/3234;Tourism 2;Accepted;;20.07.21;;;;1
3585;mmsaww;Video\10;https://play.joystream.org/video/3240;Автобот;Accepted;;20.07.21;;;;1
3586;mmsaww;Video\10;https://play.joystream.org/video/3266;Автобот;Accepted;;20.07.21;;;;1
3587;mmsaww;Video\10;https://play.joystream.org/video/3263;Tourism 2;Accepted;;20.07.21;;;;1
3588;mmsaww;Video\10;https://play.joystream.org/video/3265;Tourism 2;Accepted;;20.07.21;;;;1
3589;mmsaww;Video\10;https://play.joystream.org/video/3284;Пивной животик;Accepted;;20.07.2021;;;;1
3590;maxlevush;Video\10;https://play.joystream.org/video/3264;Tourism 2;Accepted;;21.07.2021;;;;1
3591;maxlevush;Video\10;https://play.joystream.org/video/3267;Автобот;Warn;https://testnet.joystream.org/#/forum/threads/329?page=9&replyIdx=82;21.07.2021;;The media could not be loaded, either because the server or network failed or because the format is not supported.;;1
3592;maxlevush;Video\10;https://play.joystream.org/video/3269;Автобот;Accepted;;21.07.2021;;;;1
3593;maxlevush;Video\10;https://play.joystream.org/video/3271;ZAZIK;Accepted;;21.07.2021;;;;1
3594;maxlevush;Video\10;https://play.joystream.org/video/3270;ZAZIK;Accepted;;21.07.2021;;;;1
3595;maxlevush;Video\10;https://play.joystream.org/video/3268;Tourism 2;Accepted;;21.07.2021;;;;1
3596;maxlevush;Video\10;https://play.joystream.org/video/3272;Tourism 2;Accepted;;21.07.2021;;;;1
3597;maxlevush;Video\10;https://play.joystream.org/video/3273;ZAZIK;Accepted;;21.07.2021;;;;1
3598;maxlevush;Video\10;https://play.joystream.org/video/3256;Автобот;Accepted;;21.07.2021;;;;1
3599;maxlevush;Video\10;https://play.joystream.org/video/3260;Невкусная паста;Accepted;;21.07.2021;;not play;;1
3600;maxlevush;Video\10;https://play.joystream.org/video/3261;Автобот;Accepted;;21.07.2021;;;;1
3601;maxlevush;Video\10;https://play.joystream.org/video/2806;robotics & blockchain;Accepted;;21.07.2021;;;;1
3602;maxlevush;Video\10;https://play.joystream.org/video/3053;tourism;Accepted;;21.07.2021;;;;1
3603;maxlevush;Video\10;https://play.joystream.org/video/3057;tourism;Accepted;;21.07.2021;;;;1
3604;maxlevush;Video\10;https://play.joystream.org/video/3056;tourism;Accepted;;21.07.2021;;;;1
3605;maxlevush;Video\10;https://play.joystream.org/video/3058;tourism;Accepted;;21.07.2021;;;;1
3606;maxlevush;Video\10;https://play.joystream.org/video/3059;tourism;Accepted;;21.07.2021;;;;1
3607;maxlevush;Video\10;https://play.joystream.org/video/3060;tourism;Accepted;;21.07.2021;;;;1
3608;maxlevush;Video\10;https://play.joystream.org/video/3465;Приколы;Accepted;;21.07.2021;;;;1
3609;maxlevush;Video\10;https://play.joystream.org/video/3380;Polkadot;Accepted;;21.07.2021;;;;1
3610;maxlevush;Video\10;https://play.joystream.org/video/3381;Автобот;Accepted;;21.07.2021;;;;1
3611;maxlevush;Video\10;https://play.joystream.org/video/3466;Приколы;Accepted;;21.07.2021;;;;1
3612;maxlevush;Video\10;https://play.joystream.org/video/3467;Приколы;Accepted;;21.07.2021;;;;1
3613;maxlevush;Video\10;https://play.joystream.org/video/3508;avtotop;Accepted;;21.07.2021;;;;1
3614;lyazufey1812;Video\10;https://play.joystream.org/video/3509;Невкусная паста;Accepted;;21.07.2021;;;;1
3615;lyazufey1812;Video\10;https://play.joystream.org/video/3468;Приколы;Accepted;;21.07.2021;;;;1
3616;lyazufey1812;Video\10;https://play.joystream.org/video/3623;avtotop;Accepted;;21.07.2021;;;;1
3617;lyazufey1812;Video\10;https://play.joystream.org/video/3405;Polkadot;Accepted;;21.07.2021;;;;1
3618;lyazufey1812;Video\10;https://play.joystream.org/video/3406;avtotop;Accepted;;21.07.2021;;;;1
3619;lyazufey1812;Video\10;https://play.joystream.org/video/3627;avtotop;Accepted;;21.07.2021;;;;1
3620;lyazufey1812;Video\10;https://play.joystream.org/video/3407;avtotop;Accepted;;21.07.2021;;;;1
3621;lyazufey1812;Video\10;https://play.joystream.org/video/3339;Мультфильмы СССР студии Беларусьфильм;Accepted;;21.07.2021;;;;1
3622;lyazufey1812;Video\10;https://play.joystream.org/video/3341;Мультфильмы СССР студии Беларусьфильм;Accepted;;21.07.2021;;;;1
3623;lyazufey1812;Video\10;https://play.joystream.org/video/3579;Все про футбол;Accepted;;21.07.2021;;;;1
3624;lyazufey1812;Video\10;https://play.joystream.org/video/3347;Приколы;Accepted;;21.07.2021;;;;1
3625;lyazufey1812;Video\10;https://play.joystream.org/video/3584;Мультфильмы СССР студии Беларусьфильм;Accepted;;21.07.2021;;does not play;;1
3626;lyazufey1812;Video\10;https://play.joystream.org/video/3580;Все про футбол;Accepted;;21.07.2021;;;;1
3627;lyazufey1812;Video\10;https://play.joystream.org/video/3298;Все про футбол;Accepted;;21.07.2021;;;;1
3628;lyazufey1812;Video\10;https://play.joystream.org/video/3299;Все про футбол;Accepted;;21.07.2021;;;;1
3629;lyazufey1812;Video\10;https://play.joystream.org/video/3300;landeros;Accepted;;21.07.2021;;does not play;;1
3630;lyazufey1812;Video\10;https://play.joystream.org/video/3301;Polkadot;Accepted;;21.07.2021;;;;1
3631;lyazufey1812;Video\10;https://play.joystream.org/video/3303;Все про футбол;Accepted;;21.07.2021;;;;1
3632;lyazufey1812;Video\10;https://play.joystream.org/video/3469;china;Accepted;;21.07.2021;;does not play;;1
3633;lyazufey1812;Video\10;https://play.joystream.org/video/3304;landeros;Accepted;;21.07.2021;;;;1
3634;Meskalin;Video\10;https://play.joystream.org/video/4399;Crypto;Accepted;;20.07.2021;;;;1
3635;Meskalin;Video\10;https://play.joystream.org/video/4400;Crypto;Accepted;;20.07.2021;;;;1
3636;Meskalin;Video\10;https://play.joystream.org/video/4397;Crypto;Accepted;;20.07.2021;;;;1
3637;Meskalin;Video\10;https://play.joystream.org/video/4396;Crypto;Accepted;;20.07.2021;;;;1
3638;Meskalin;Video\10;https://play.joystream.org/video/4395;Crypto;Accepted;;20.07.2021;;;;1
3639;Meskalin;Video\10;https://play.joystream.org/video/4394;Crypto;Accepted;;20.07.2021;;;;1
3640;Meskalin;Video\10;https://play.joystream.org/video/4369;Crypto;Accepted;;20.07.2021;;;;1
3641;Meskalin;Video\10;https://play.joystream.org/video/4368;Crypto;Accepted;;20.07.2021;;;;1
3642;Meskalin;Video\10;https://play.joystream.org/video/4367;Crypto;Accepted;;20.07.2021;;;;1
3643;Meskalin;Video\10;https://play.joystream.org/video/4366;Crypto;Accepted;;20.07.2021;;;;1
3644;Meskalin;Video\10;https://play.joystream.org/video/4365;Crypto;Accepted;;20.07.2021;;;;1
3645;Meskalin;Video\10;https://play.joystream.org/video/4364;Crypto;Accepted;;20.07.2021;;;;1
3646;Meskalin;Video\10;https://play.joystream.org/video/4363;Crypto;Accepted;;20.07.2021;;;;1
3647;Meskalin;Video\10;https://play.joystream.org/video/4398;Crypto;Accepted;;20.07.2021;;;;1
3648;Meskalin;Video\10;https://play.joystream.org/video/4361;Crypto;Accepted;;20.07.2021;;;;1
3649;Meskalin;Video\10;https://play.joystream.org/video/4360;Crypto;Accepted;;20.07.2021;;;;1
3650;Meskalin;Video\10;https://play.joystream.org/video/4358;Crypto;Accepted;;20.07.2021;;;;1
3651;Meskalin;Video\10;https://play.joystream.org/video/4357;Crypto;Accepted;;20.07.2021;;;;1
3652;Meskalin;Video\10;https://play.joystream.org/video/4356;Crypto;Accepted;;20.07.2021;;;;1
3653;Meskalin;Video\10;https://play.joystream.org/video/4355;Crypto;Accepted;;20.07.2021;;;;1
3654;Meskalin;Video\10;https://play.joystream.org/video/4352;Crypto;Accepted;;20.07.2021;;;;1
3655;Meskalin;Video\10;https://play.joystream.org/video/4350;Crypto;Accepted;;20.07.2021;;;;1
3656;Meskalin;Video\10;https://play.joystream.org/video/4349;Crypto;Accepted;;20.07.2021;;;;1
3657;Meskalin;Video\10;https://play.joystream.org/video/4343;Crypto;Accepted;;20.07.2021;;;;1
3658;Meskalin;Video\10;https://play.joystream.org/video/4342;Crypto;Accepted;;20.07.2021;;;;1
3659;Meskalin;Video\10;https://play.joystream.org/video/4341;Crypto;Accepted;;20.07.2021;;;;1
3660;Meskalin;Video\10;https://play.joystream.org/video/4340;Crypto;Warn;https://testnet.joystream.org/#/forum/threads/329?replyIdx=79&page=8;20.07.2021;;Video wont play;;1
3661;Meskalin;Video\10;https://play.joystream.org/video/4339;Crypto;Accepted;;20.07.2021;;;;1
3662;Meskalin;Video\10;https://play.joystream.org/video/4324;Crypto;Accepted;;20.07.2021;;;;1
3663;Meskalin;Video\10;https://play.joystream.org/video/4323;Crypto;Accepted;;20.07.2021;;;;1
3664;Meskalin;Video\10;https://play.joystream.org/video/4320;Crypto;Accepted;;20.07.2021;;;;1
3665;Meskalin;Video\10;https://play.joystream.org/video/4230;Crypto;Accepted;;20.07.2021;;;;1
3666;Meskalin;Video\10;https://play.joystream.org/video/4227;Crypto;Accepted;;20.07.2021;;;;1
3667;Meskalin;Video\10;https://play.joystream.org/video/4226;Crypto;Accepted;;20.07.2021;;;;1
3668;Meskalin;Video\10;https://play.joystream.org/video/4225;Crypto;Accepted;;20.07.2021;;;;1
3669;Meskalin;Video\10;https://play.joystream.org/video/4224;Crypto;Accepted;;20.07.2021;;;;1
3670;Meskalin;Video\10;https://play.joystream.org/video/4222;Crypto;Accepted;;20.07.2021;;;;1
3671;Meskalin;Video\10;https://play.joystream.org/video/4216;Crypto;Accepted;;20.07.2021;;;;1
3672;Meskalin;Video\10;https://play.joystream.org/video/4214;Crypto;Accepted;;20.07.2021;;;;1
3673;Meskalin;Video\10;https://play.joystream.org/video/4213;Crypto;Accepted;;20.07.2021;;;;1
3674;Meskalin;Video\10;https://play.joystream.org/video/4212;Crypto;Accepted;;20.07.2021;;;;1
3675;Meskalin;Video\10;https://play.joystream.org/video/4211;Crypto;Accepted;;20.07.2021;;;;1
3676;Meskalin;Video\10;https://play.joystream.org/video/4197;Crypto;Accepted;;20.07.2021;;;;1
3677;Meskalin;Video\10;https://play.joystream.org/video/4195;Crypto;Accepted;;20.07.2021;;;;1
3678;Meskalin;Video\10;https://play.joystream.org/video/4193;Crypto;Accepted;;20.07.2021;;;;1
3679;Meskalin;Video\10;https://play.joystream.org/video/4190;Crypto;Accepted;;20.07.2021;;;;1
3680;Meskalin;Video\10;https://play.joystream.org/video/4186;Crypto;Accepted;;20.07.2021;;;;1
3681;Meskalin;Video\10;https://play.joystream.org/video/4183;Crypto;Accepted;;20.07.2021;;;;1
3682;Meskalin;Video\10;https://play.joystream.org/video/4170;Crypto;Accepted;;20.07.2021;;;;1
3683;Meskalin;Video\10;https://play.joystream.org/video/4169;Crypto;Accepted;;20.07.2021;;;;1
3684;Meskalin;Video\10;https://play.joystream.org/video/4164;Crypto;Accepted;;20.07.2021;;;;1
3685;Meskalin;Video\10;https://play.joystream.org/video/4163;Crypto;Accepted;;20.07.2021;;;;1
3686;Meskalin;Video\10;https://play.joystream.org/video/4140;Crypto;Accepted;;20.07.2021;;;;1
3687;Meskalin;Video\10;https://play.joystream.org/video/4139;Crypto;Accepted;;20.07.2021;;;;1
3688;Meskalin;Video\10;https://play.joystream.org/video/4138;Crypto;Accepted;;20.07.2021;;;;1
3689;Meskalin;Video\10;https://play.joystream.org/video/4137;Crypto;Accepted;;20.07.2021;;;;1
3690;Meskalin;Video\10;https://play.joystream.org/video/4136;Crypto;Accepted;;20.07.2021;;;;1
3691;Meskalin;Video\10;https://play.joystream.org/video/4135;Crypto;Accepted;;20.07.2021;;;;1
3692;Meskalin;Video\10;https://play.joystream.org/video/4134;Crypto;Accepted;;20.07.2021;;;;1
3693;Meskalin;Video\10;https://play.joystream.org/video/4133;Crypto;Accepted;;20.07.2021;;;;1
3694;Meskalin;Video\10;https://play.joystream.org/video/4132;Crypto;Accepted;;20.07.2021;;;;1
3695;Meskalin;Video\10;https://play.joystream.org/video/4131;Crypto;Accepted;;20.07.2021;;;;1
3696;Meskalin;Video\10;https://play.joystream.org/video/4075;Crypto;Accepted;;20.07.2021;;;;1
3697;Meskalin;Video\10;https://play.joystream.org/video/4074;Crypto;Accepted;;20.07.2021;;;;1
3698;Meskalin;Video\10;https://play.joystream.org/video/4073;Crypto;Accepted;;20.07.2021;;;;1
3699;Meskalin;Video\10;https://play.joystream.org/video/4072;Crypto;Accepted;;20.07.2021;;;;1
3700;Meskalin;Video\10;https://play.joystream.org/video/4071;Crypto;Accepted;;20.07.2021;;;;1
3701;Meskalin;Video\10;https://play.joystream.org/video/4070;Crypto;Accepted;;20.07.2021;;;;1
3702;Meskalin;Video\10;https://play.joystream.org/video/4069;Crypto;Accepted;;20.07.2021;;;;1
3703;Meskalin;Video\10;https://play.joystream.org/video/4068;Crypto;Accepted;;20.07.2021;;;;1
3704;Meskalin;Video\10;https://play.joystream.org/video/4067;Crypto;Accepted;;20.07.2021;;;;1
3705;Meskalin;Video\10;https://play.joystream.org/video/4066;Crypto;Accepted;;20.07.2021;;;;1
3706;Meskalin;Video\10;https://play.joystream.org/video/4064;Crypto;Accepted;;20.07.2021;;;;1
3707;Meskalin;Video\10;https://play.joystream.org/video/4063;Crypto;Accepted;;20.07.2021;;;;1
3708;Meskalin;Video\10;https://play.joystream.org/video/4062;Crypto;Accepted;;20.07.2021;;;;1
3709;Meskalin;Video\10;https://play.joystream.org/video/4060;Crypto;Accepted;;20.07.2021;;;;1
3710;Meskalin;Video\10;https://play.joystream.org/video/4059;Crypto;Accepted;;20.07.2021;;;;1
3711;IgreX;Video\10;https://play.joystream.org/video/3305;Polkadot;Accepted;;22.07.2021;;;;1
3712;IgreX;Video\10;https://play.joystream.org/video/3306;Все про футбол;Accepted;;22.07.2021;;;;1
3713;IgreX;Video\10;https://play.joystream.org/video/3470;avtotop;Accepted;;22.07.2021;;;;1
3714;IgreX;Video\10;https://play.joystream.org/video/3628;avtotop;Accepted;;22.07.2021;;;;1
3715;IgreX;Video\10;https://play.joystream.org/video/3635;avtotop;Accepted;;22.07.2021;;;;1
3716;IgreX;Video\10;https://play.joystream.org/video/3308;Polkadot;Accepted;;22.07.2021;;;;1
3717;IgreX;Video\10;https://play.joystream.org/video/3311;landeros;Accepted;;22.07.2021;;;;1
3718;IgreX;Video\10;https://play.joystream.org/video/3309;Все про футбол;Accepted;;22.07.2021;;;;1
3719;IgreX;Video\10;https://play.joystream.org/video/3312;Kay Lee;None;;22.07.2021;;doesnt work;;1
3720;IgreX;Video\10;https://play.joystream.org/video/3313;Все про футбол;Warn;https://testnet.joystream.org/#/forum/threads/329?page=9&replyIdx=83;22.07.2021;;Dont mention about Marketing;;1
3721;Skipper;Video\10;https://play.joystream.org/video/3314;landeros;Accepted;;;;;;1
3722;Skipper;Video\10;https://play.joystream.org/video/3315;perfect world;Accepted;;;;;;1
3723;Skipper;Video\10;https://play.joystream.org/video/3316;Все про футбол;Accepted;;;;;;1
3724;Skipper;Video\10;https://play.joystream.org/video/3317;Все про футбол;Accepted;;;;;;1
3725;Skipper;Video\10;https://play.joystream.org/video/3471;china;Accepted;;;;;;1
3726;Skipper;Video\10;https://play.joystream.org/video/3605;Мультфильмы СССР студии;Accepted;;;;;;1
3727;Skipper;Video\10;https://play.joystream.org/video/3382;landeros;Accepted;;;;;;1
3728;Skipper;Video\10;https://play.joystream.org/video/3383;landeros;Accepted;;;;;;1
3729;Skipper;Video\10;https://play.joystream.org/video/3472;china;Accepted;;;;;;1
3730;Skipper;Video\10;https://play.joystream.org/video/3511;Невкусная паста;Accepted;;;;;;1
3731;Skipper;Video\10;https://play.joystream.org/video/3474;Приколы;Accepted;;;;;;1
3732;Skipper;Video\10;https://play.joystream.org/video/3473;ASMR;Accepted;;;;;;1
3733;Skipper;Video\10;https://play.joystream.org/video/3613;Мультфильмы СССР студии;Accepted;;;;;;1
3734;Skipper;Video\10;https://play.joystream.org/video/3385;Автобот;None;;;;doesnt work;;1
3735;Skipper;Video\10;https://play.joystream.org/video/3384;Polkadot;Accepted;;;;;;1
3736;Skipper;Video\10;https://play.joystream.org/video/3386;landeros;Accepted;;;;;;1
3737;Skipper;Video\10;https://play.joystream.org/video/3629;avtotop;Accepted;;;;;;1
3738;Skipper;Video\10;https://play.joystream.org/video/3630;avtotop;Accepted;;;;;;1
3739;Skipper;Video\10;https://play.joystream.org/video/3631;avtotop;Accepted;;;;;;1
3740;Skipper;Video\10;https://play.joystream.org/video/3387;landeros;Accepted;;;;;;1
3741;lyazufey1812;Video\10;https://play.joystream.org/video/3388;Автобот;Warn;https://testnet.joystream.org/#/forum/threads/329?replyIdx=90&page=9;;;duplicate;;1
3742;Skipper;Video\10;https://play.joystream.org/video/3389;landeros;Accepted;;;;;;1
3743;Skipper;Video\10;https://play.joystream.org/video/3390;landeros;Accepted;;;;;;1
3744;Skipper;Video\10;https://play.joystream.org/video/3391;Автобот;Accepted;;;;;;1
3745;Skipper;Video\10;https://play.joystream.org/video/3560;Все про футбол;Accepted;;;;;;1
3746;Skipper;Video\10;https://play.joystream.org/video/3632;avtotop;Accepted;;;;;;1
3747;Skipper;Video\10;https://play.joystream.org/video/3633;avtotop;Accepted;;;;;;1
3748;Skipper;Video\10;https://play.joystream.org/video/3475;china;Accepted;;;;;;1
3749;Skipper;Video\10;https://play.joystream.org/video/3477;china;Accepted;;;;;;1
3750;Skipper;Video\10;https://play.joystream.org/video/3476;Приколы;Accepted;;;;;;1
3751;Skipper;Video\10;https://play.joystream.org/video/3510;china;Accepted;;;;;;1
3752;Skipper;Video\10;https://play.joystream.org/video/3478;avtotop;Accepted;;;;;;1
3753;Skipper;Video\10;https://play.joystream.org/video/3479;Приколы;Accepted;;;;;;1
3754;Skipper;Video\10;https://play.joystream.org/video/3543;china;Accepted;;;;;;1
3755;Skipper;Video\10;https://play.joystream.org/video/3553;Coctails culture;Accepted;;;;;;1
3756;Skipper;Video\10;https://play.joystream.org/video/3562;Covalent;Accepted;;;;;;1
3757;Skipper;Video\10;https://play.joystream.org/video/3512;Невкусная паста;Accepted;;;;;;1
3758;Skipper;Video\10;https://play.joystream.org/video/3514;avtotop;Accepted;;;;;;1
3759;lyazufey1812;Video\10;https://play.joystream.org/video/3515;Невкусная паста;Accepted;;22.07.2021;;;;1
3760;lyazufey1812;Video\10;https://play.joystream.org/video/3513;Невкусная паста;Accepted;;22.07.2021;;does not play;;1
3761;lyazufey1812;Video\10;https://play.joystream.org/video/3545;china;Accepted;;22.07.2021;;;;1
3762;lyazufey1812;Video\10;https://play.joystream.org/video/3544;Coctails culture;Accepted;;22.07.2021;;;;1
3763;lyazufey1812;Video\10;https://play.joystream.org/video/3581;Мультфильмы СССР студии Беларусьфильм;Accepted;;22.07.2021;;;;1
3764;lyazufey1812;Video\10;https://play.joystream.org/video/3563;Все про футбол;Accepted;;22.07.2021;;;;1
3765;lyazufey1812;Video\10;https://play.joystream.org/video/3585;Мультфильмы СССР студии Беларусьфильм;Accepted;;22.07.2021;;;;1
3766;lyazufey1812;Video\10;https://play.joystream.org/video/3600;Мультфильмы СССР студии Беларусьфильм;Accepted;;22.07.2021;;;;1
3767;lyazufey1812;Video\10;https://play.joystream.org/video/3614;Мультфильмы СССР студии Беларусьфильм;Accepted;;22.07.2021;;;;1
3768;lyazufey1812;Video\10;https://play.joystream.org/video/3516;Невкусная паста;Accepted;;22.07.2021;;;;1
3769;lyazufey1812;Video\10;https://play.joystream.org/video/3517;Невкусная паста;Accepted;;22.07.2021;;;;1
3770;lyazufey1812;Video\10;https://play.joystream.org/video/3564;Все про футбол;Accepted;;22.07.2021;;;;1
3771;lyazufey1812;Video\10;https://play.joystream.org/video/3369;Crypto;Accepted;;22.07.2021;;;;1
3772;lyazufey1812;Video\10;https://play.joystream.org/video/3370;Автобот;Accepted;;22.07.2021;;;;1
3773;lyazufey1812;Video\10;https://play.joystream.org/video/3617;avtotop;Accepted;;22.07.2021;;;;1
3774;lyazufey1812;Video\10;https://play.joystream.org/video/3601;Abandonned Places;Accepted;;22.07.2021;;;;1
3775;lyazufey1812;Video\10;https://play.joystream.org/video/3371;Автобот;Accepted;;22.07.2021;;;;1
3776;lyazufey1812;Video\10;https://play.joystream.org/video/3518;Nastya Jackson;Accepted;;22.07.2021;;;;1
3777;lyazufey1812;Video\10;https://play.joystream.org/video/3372;Flakes;Accepted;;22.07.2021;;does not play;;1
3778;lyazufey1812;Video\10;https://play.joystream.org/video/3519;avtotop;Accepted;;22.07.2021;;;;1
3779;lyazufey1812;Video\10;https://play.joystream.org/video/3546;china;Accepted;;22.07.2021;;;;1
3780;lyazufey1812;Video\10;https://play.joystream.org/video/3547;Coctails culture;Accepted;;22.07.2021;;;;1
3781;lyazufey1812;Video\10;https://play.joystream.org/video/3554;Coctails culture;Accepted;;22.07.2021;;;;1
3782;lyazufey1812;Video\10;https://play.joystream.org/video/3287;Crypto;Accepted;;22.07.2021;;;;1
3783;lyazufey1812;Video\10;https://play.joystream.org/video/3373;Автобот;Accepted;;22.07.2021;;;;1
3784;lyazufey1812;Video\10;https://play.joystream.org/video/3521;Coctails culture;Accepted;;22.07.2021;;;;1
3785;lyazufey1812;Video\10;https://play.joystream.org/video/3520;Невкусная паста;Accepted;;22.07.2021;;;;1
3786;lyazufey1812;Video\10;https://play.joystream.org/video/3288;Crypto;Accepted;;22.07.2021;;;;1
3787;lyazufey1812;Video\10;https://play.joystream.org/video/3320;Crypto;Accepted;;22.07.2021;;;;1
3788;lyazufey1812;Video\10;https://play.joystream.org/video/3344;Crypto;Accepted;;22.07.2021;;;;1
3789;lyazufey1812;Video\10;https://play.joystream.org/video/3374;Polkadot;Accepted;;22.07.2021;;;;1
3790;lyazufey1812;Video\10;https://play.joystream.org/video/3285;Автобот;Accepted;;22.07.2021;;;;1
3791;lyazufey1812;Video\10;https://play.joystream.org/video/3286;Автобот;Accepted;;22.07.2021;;;;1
3792;lyazufey1812;Video\10;https://play.joystream.org/video/3295;Polkadot;Accepted;;22.07.2021;;;;1
3793;lyazufey1812;Video\10;https://play.joystream.org/video/3293;Empire;Accepted;;22.07.2021;;does not play;;1
3794;lyazufey1812;Video\10;https://play.joystream.org/video/3291;Crypto;Accepted;;22.07.2021;;;;1
3795;lyazufey1812;Video\10;https://play.joystream.org/video/3290;Crypto;Accepted;;22.07.2021;;;;1
3796;lyazufey1812;Video\10;https://play.joystream.org/video/3289;Crypto;Accepted;;22.07.2021;;;;1
3797;lyazufey1812;Video\10;https://play.joystream.org/video/3296;Empire;Accepted;;22.07.2021;;does not play;;1
